inference_rule,n_train,num_LFs,seed,test_tau
true_label,5000.0,0.0,2.0,0.15559998154640198
true_label,2500.0,0.0,0.0,0.16040000319480896
true_label,250.0,0.0,4.0,0.1852999925613404
true_label,1000.0,0.0,4.0,0.17149993777275085
true_label,2500.0,0.0,2.0,0.1615999937057495
true_label,1000.0,0.0,0.0,0.17409998178482056
true_label,250.0,0.0,2.0,0.18609997630119324
true_label,500.0,0.0,3.0,0.18399998545646667
true_label,5000.0,0.0,1.0,0.15700000524520874
true_label,2500.0,0.0,4.0,0.1580999791622162
true_label,5000.0,0.0,3.0,0.1557999551296234
true_label,250.0,0.0,0.0,0.19699999690055847
true_label,500.0,0.0,1.0,0.1882999837398529
true_label,1000.0,0.0,2.0,0.17229992151260376
weighted_kemeny,5000.0,3.0,0.0,0.16509997844696045
weighted_kemeny,5000.0,3.0,1.0,0.1654999852180481
weighted_kemeny,5000.0,3.0,2.0,0.16749998927116394
weighted_kemeny,5000.0,3.0,3.0,0.16759997606277466
weighted_kemeny,5000.0,3.0,4.0,0.1680000126361847
weighted_kemeny,5000.0,3.0,5.0,0.16810104250907898
weighted_kemeny,5000.0,3.0,6.0,0.16840100288391113
weighted_kemeny,5000.0,3.0,7.0,0.16919994354248047
weighted_kemeny,5000.0,3.0,8.0,0.1703999638557434
weighted_kemeny,5000.0,3.0,9.0,0.1705000102519989
weighted_kemeny,5000.0,6.0,0.0,0.1621013879776001
weighted_kemeny,5000.0,6.0,1.0,0.1622999608516693
weighted_kemeny,5000.0,6.0,2.0,0.1624000072479248
weighted_kemeny,5000.0,6.0,3.0,0.16289997100830078
weighted_kemeny,5000.0,6.0,4.0,0.1629999876022339
weighted_kemeny,5000.0,6.0,5.0,0.16329997777938846
weighted_kemeny,5000.0,6.0,6.0,0.16409996151924133
weighted_kemeny,5000.0,6.0,7.0,0.16469994187355042
weighted_kemeny,5000.0,6.0,8.0,0.16470098495483398
weighted_kemeny,5000.0,6.0,9.0,0.16529995203018188
weighted_kemeny,5000.0,9.0,0.0,0.15439996123313904
weighted_kemeny,5000.0,9.0,1.0,0.15640002489089966
weighted_kemeny,5000.0,9.0,2.0,0.15729999542236328
weighted_kemeny,5000.0,9.0,3.0,0.15779998898506165
weighted_kemeny,5000.0,9.0,4.0,0.1590011715888977
weighted_kemeny,5000.0,9.0,5.0,0.16119998693466187
weighted_kemeny,5000.0,9.0,6.0,0.16159996390342712
weighted_kemeny,5000.0,9.0,7.0,0.1622999608516693
weighted_kemeny,5000.0,9.0,8.0,0.1623000204563141
weighted_kemeny,5000.0,9.0,9.0,0.16239994764328006
weighted_kemeny,5000.0,12.0,0.0,0.15559998154640198
weighted_kemeny,5000.0,12.0,1.0,0.15790137648582458
weighted_kemeny,5000.0,12.0,2.0,0.159699946641922
weighted_kemeny,5000.0,12.0,3.0,0.15970000624656674
weighted_kemeny,5000.0,12.0,4.0,0.16019994020462036
weighted_kemeny,5000.0,12.0,5.0,0.16039997339248654
weighted_kemeny,5000.0,12.0,6.0,0.16060134768486026
weighted_kemeny,5000.0,12.0,7.0,0.1606999933719635
weighted_kemeny,5000.0,12.0,8.0,0.1612999439239502
weighted_kemeny,5000.0,12.0,9.0,0.16140002012252808
weighted_kemeny,5000.0,15.0,0.0,0.15559998154640198
weighted_kemeny,5000.0,15.0,1.0,0.1571011245250702
weighted_kemeny,5000.0,15.0,2.0,0.15730002522468567
weighted_kemeny,5000.0,15.0,3.0,0.15759998559951782
weighted_kemeny,5000.0,15.0,4.0,0.1580999791622162
weighted_kemeny,5000.0,15.0,5.0,0.15839993953704834
weighted_kemeny,5000.0,15.0,6.0,0.15869995951652527
weighted_kemeny,5000.0,15.0,7.0,0.15950000286102295
weighted_kemeny,5000.0,15.0,8.0,0.15999996662139893
weighted_kemeny,5000.0,15.0,9.0,0.16009998321533206
weighted_kemeny,5000.0,18.0,0.0,0.1550000011920929
weighted_kemeny,5000.0,18.0,1.0,0.1557999849319458
weighted_kemeny,5000.0,18.0,2.0,0.15599992871284485
weighted_kemeny,5000.0,18.0,3.0,0.1564999520778656
weighted_kemeny,5000.0,18.0,4.0,0.15789997577667236
weighted_kemeny,5000.0,18.0,5.0,0.15839999914169312
weighted_kemeny,5000.0,18.0,6.0,0.15879997611045835
weighted_kemeny,5000.0,18.0,7.0,0.1594010293483734
weighted_kemeny,5000.0,18.0,8.0,0.1599999964237213
weighted_kemeny,5000.0,18.0,9.0,0.16029998660087585
snorkel,5000.0,3.0,0.0,0.17470091581344604
snorkel,5000.0,3.0,1.0,0.17489999532699585
snorkel,5000.0,3.0,2.0,0.17570117115974426
snorkel,5000.0,3.0,3.0,0.17620119452476501
snorkel,5000.0,3.0,4.0,0.17649999260902405
snorkel,5000.0,3.0,5.0,0.17720001935958862
snorkel,5000.0,3.0,6.0,0.17920002341270447
snorkel,5000.0,3.0,7.0,0.17970001697540286
snorkel,5000.0,3.0,8.0,0.17970001697540286
snorkel,5000.0,3.0,9.0,0.17970001697540286
snorkel,5000.0,6.0,0.0,0.16590115427970886
snorkel,5000.0,6.0,1.0,0.16889998316764832
snorkel,5000.0,6.0,2.0,0.16950103640556335
snorkel,5000.0,6.0,3.0,0.16979998350143433
snorkel,5000.0,6.0,4.0,0.1705000102519989
snorkel,5000.0,6.0,5.0,0.17190000414848328
snorkel,5000.0,6.0,6.0,0.17190000414848328
snorkel,5000.0,6.0,7.0,0.17190000414848328
snorkel,5000.0,6.0,8.0,0.17190000414848328
snorkel,5000.0,6.0,9.0,0.17190000414848328
snorkel,5000.0,9.0,0.0,0.15950000286102295
snorkel,5000.0,9.0,1.0,0.15989995002746582
snorkel,5000.0,9.0,2.0,0.16140106320381165
snorkel,5000.0,9.0,3.0,0.16209998726844788
snorkel,5000.0,9.0,4.0,0.16209998726844788
snorkel,5000.0,9.0,5.0,0.16209998726844788
snorkel,5000.0,9.0,6.0,0.16209998726844788
snorkel,5000.0,9.0,7.0,0.16209998726844788
snorkel,5000.0,9.0,8.0,0.16209998726844788
snorkel,5000.0,9.0,9.0,0.16209998726844788
snorkel,5000.0,12.0,0.0,0.15769997239112854
snorkel,5000.0,12.0,1.0,0.15919998288154602
snorkel,5000.0,12.0,2.0,0.16009998321533206
snorkel,5000.0,12.0,3.0,0.16110000014305115
snorkel,5000.0,12.0,4.0,0.16339996457099915
snorkel,5000.0,12.0,5.0,0.16339996457099915
snorkel,5000.0,12.0,6.0,0.16339996457099915
snorkel,5000.0,12.0,7.0,0.16339996457099915
snorkel,5000.0,12.0,8.0,0.16339996457099915
snorkel,5000.0,12.0,9.0,0.16339996457099915
snorkel,5000.0,15.0,0.0,0.1593000292778015
snorkel,5000.0,15.0,1.0,0.15930110216140747
snorkel,5000.0,15.0,2.0,0.16009998321533206
snorkel,5000.0,15.0,3.0,0.1613999605178833
snorkel,5000.0,15.0,4.0,0.16160130500793454
snorkel,5000.0,15.0,5.0,0.16329997777938846
snorkel,5000.0,15.0,6.0,0.16409996151924133
snorkel,5000.0,15.0,7.0,0.1663013994693756
snorkel,5000.0,15.0,8.0,0.16649997234344482
snorkel,5000.0,15.0,9.0,0.16649997234344482
snorkel,5000.0,18.0,0.0,0.1592000126838684
snorkel,5000.0,18.0,1.0,0.16010111570358276
snorkel,5000.0,18.0,2.0,0.16019997000694275
snorkel,5000.0,18.0,3.0,0.1624000072479248
snorkel,5000.0,18.0,4.0,0.16380003094673154
snorkel,5000.0,18.0,5.0,0.1640012264251709
snorkel,5000.0,18.0,6.0,0.1660013496875763
snorkel,5000.0,18.0,7.0,0.16719996929168698
snorkel,5000.0,18.0,8.0,0.16889995336532593
snorkel,5000.0,18.0,9.0,0.16889995336532593
